"hsa","obsratewm100k","obsratebm100k","femhh","popdens","pctblack","pcthispan","dthswm","obslnrwm","predlnrwm","residwm","dthsbm","obslnrbm","predlnrbm","residbm","predratewm100k","smpredratewm100k","predratebm100k","urbanRural","BM15-24","WM15-24"
157,12.98,11.52,6.2,97.6,5.5707728753,2.4710224629,9,-8.9496,-9.0328,0.0832,1,-9.0692,-7.5774,-1.4919,11.94,9.86433,51.19,6.94,8760,69885
158,16.51,232.04,9.1,193.6,21.334907415,2.2228018798,46,-8.709,-8.7835,0.0745,209,-6.066,-6.2959,0.23,15.32,9.57088,184.38,2.59,90105,280320
159,5.65,80.55,9.2,61,18.234090273,2.7271756355,8,-9.7815,-8.9216,-0.8599,25,-7.124,-7.0786,-0.0454,13.35,11.02456,84.3,5,31075,144175
160,7.85,65.9,9.8,195.6,31.923474542,1.1474101706,11,-9.453,-9.2059,-0.2471,51,-7.3248,-7.3725,0.0477,10.04,10.16475,62.83,2.44,77510,142020
161,18.9,113.55,10.2,94.3,28.641673932,0.8336621851,25,-8.5738,-8.9051,0.3313,70,-6.7807,-6.6264,-0.1543,13.57,10.0767,132.49,2.65,61705,132980
162,8.91,55.64,8.5,61.4,23.196875355,0.9409252011,6,-9.326,-9.5074,0.1814,13,-7.494,-7.3288,-0.1652,7.43,8.08593,65.64,4.04,23405,68120
163,5.67,73.09,8.3,112.1,15.324642714,1.9421269854,10,-9.778,-9.2027,-0.5754,27,-7.2212,-7.2217,5e-04,10.08,10.0767,73.06,2.83,36990,179590
164,2.22,75.55,9,104.7,20.449400482,1.1078497643,2,-10.7144,-9.2029,-1.5115,15,-7.1881,-7.1989,0.0108,10.07,9.86433,74.74,3.7,19880,94240
165,24.84,167.86,5.6,122,6.5757929678,7.9068186009,32,-8.3004,-8.788,0.4876,23,-6.3898,-6.8836,0.4938,15.26,15.25528,102.44,2.58,13710,129330
166,7.99,43.8,11.7,94.4,38.03303583,2.6367499886,7,-9.4352,-9.1048,-0.3304,22,-7.7334,-7.2071,-0.5263,11.11,9.86433,74.13,2.51,50350,88760
167,10.12,165.24,9,402.6,25.706085108,1.058764242,16,-9.1989,-9.2029,0.004,112,-6.4055,-6.4947,0.0892,10.07,10.16475,151.14,0.36,67820,159760
168,5.27,65.73,8.7,118,20.983989926,0.6241130499,3,-9.8503,-9.2508,-0.5995,11,-7.3273,-7.6713,0.344,9.6,9.60348,46.6,3.72,16760,57990
169,6.68,0.1,7.2,195.9,2.2161390294,0.5094500808,4,-9.6138,-9.91,0.2962,0,-13.8155,-9.3812,-4.4343,4.97,7.50917,8.43,2,1895,60790
170,13.41,58.23,10.9,170,38.857551131,0.9696036435,9,-8.9169,-9.0392,0.1223,30,-7.4486,-7.2568,-0.1918,11.87,11.86657,70.54,3.74,51610,67615
171,2.75,84.27,11.5,71.3,37.539126525,0.6324064807,2,-10.5019,-9.6979,-0.804,50,-7.0789,-7.1865,0.1076,6.14,8.08593,75.67,3.36,59405,75515
172,10.54,70.94,9.8,75.9,29.387630905,0.3478966453,5,-9.1581,-9.0415,-0.1166,18,-7.2511,-7.0705,-0.1806,11.84,9.86433,84.98,4.07,25410,47910
173,2.4,0.1,6.3,78.6,2.7365805595,0.6931414128,1,-10.6374,-9.3765,-1.2609,0,-13.8155,-11.7339,-2.0817,8.47,8.46911,0.8,5.73,1400,43475
174,10.97,33.97,9.5,28.7,21.531189461,0.5641224332,2,-9.1175,-9.3729,0.2554,2,-7.9875,-7.2391,-0.7484,8.5,9.57088,71.8,7,5905,18395
175,0.1,41.29,15,27.7,58.581519566,0.1783865246,0,-13.8155,-10.8607,-2.9548,10,-7.7922,-7.3021,-0.4901,1.92,8.08593,67.41,5.8,24275,13670
176,18.16,53.29,13.2,57.1,58.827072436,0.38595657,3,-8.6139,-9.1044,0.4904,20,-7.5371,-7.3124,-0.2248,11.12,10.3732,66.72,5.08,37600,16615
177,11.44,39.35,7.9,117.9,15.624887464,0.7760452303,9,-9.0755,-9.1028,0.0273,7,-7.8405,-7.2169,-0.6236,11.14,9.86433,73.41,2.83,17835,79340
178,6.25,70.39,12,54.1,38.835805884,1.0158410862,1,-9.6797,-9.3182,-0.3615,9,-7.2589,-7.2745,0.0156,8.98,9.81317,69.3,6,12805,16250
179,6.3,53.83,9.7,82.5,31.558642746,0.5227125081,5,-9.6726,-9.7888,0.1162,18,-7.5271,-7.165,-0.362,5.61,8.08593,77.32,4.15,33500,80660
180,10.38,107.91,10,59.7,29.973276154,1.2676089647,4,-9.1735,-9.2292,0.0557,18,-6.8316,-7.0565,0.225,9.81,9.81317,86.18,5.93,16695,38930
181,0.1,0.1,7.1,53.9,9.5886603669,0.3224013341,0,-13.8155,-10.8715,-2.944,0,-13.8155,-9.8634,-3.9521,1.9,4.47151,5.2,7,3520,26515
182,7.81,59.93,7.8,247.1,15.198191815,0.7362776874,16,-9.4569,-9.2828,-0.1742,25,-7.4197,-7.2077,-0.2121,9.3,10.16475,74.09,2.37,41785,207400
183,4.85,52.24,10.5,60.5,29.013836101,2.0942885406,5,-9.9331,-9.0461,-0.887,24,-7.5571,-7.435,-0.1221,11.78,11.02456,59.02,3.99,46030,105175
184,26.3,33.78,11.9,81.8,42.680851973,0.3068183436,15,-8.2435,-8.6589,0.4154,17,-7.9931,-7.1387,-0.8543,17.36,11.96189,79.38,4.44,50475,57260
185,2.61,44.41,6.7,108.6,11.212715498,0.4051506583,1,-10.5548,-9.8343,-0.7205,3,-7.7194,-8.6427,0.9233,5.36,5.63009,17.64,3,6770,39890
186,12.32,65.28,8.3,274.1,19.149341465,0.6151127857,23,-9.0019,-9.1316,0.1298,40,-7.3343,-7.2518,-0.0824,10.82,10.81923,70.89,2.26,61370,188245
187,14.13,34.94,9.5,69.1,31.480215417,0.3034555552,6,-8.8643,-9.194,0.3297,8,-7.9592,-7.4357,-0.5235,10.16,10.16475,58.98,5.75,22960,42750
188,8.85,50.47,9.2,61.9,25.436567032,0.5518029997,5,-9.3327,-9.7251,0.3924,12,-7.5916,-7.4059,-0.1857,5.98,5.97644,60.77,4.81,23825,57155
189,10.44,59.1,11,60.4,30.034259057,1.8470734019,2,-9.1669,-9.2903,0.1234,5,-7.4337,-7.0905,-0.3432,9.23,9.81317,83.3,7,8475,19335
190,8.45,57.87,6,510,7.9558029324,1.6807695546,18,-9.3792,-9.4674,0.0882,13,-7.4548,-7.6162,0.1614,7.73,9.86433,49.24,0.22,22505,215665
191,11.31,79.7,9,169.1,20.956213871,0.5691975232,10,-9.0868,-9.0939,0.0072,23,-7.1347,-7.0356,-0.0991,11.23,10.16475,88,2.66,28895,89165
192,5.5,67.22,7.1,155.7,13.597011828,0.6897696618,2,-9.8085,-9.1243,-0.6842,5,-7.305,-7.1013,-0.2037,10.9,10.81923,82.4,3.54,7450,37050
193,11.12,53.7,11.1,105.5,34.690921026,0.7410425526,9,-9.104,-9.1333,0.0293,27,-7.5296,-6.9874,-0.5422,10.8,9.86433,92.34,2.86,50380,81655
194,10.06,0.1,6.2,75.1,1.3259835178,0.5827745554,4,-9.2046,-9.4968,0.2922,0,-13.8155,-7.5084,-6.3071,7.51,7.50917,54.85,7.8,1360,40170
195,10.31,72.85,10.6,63.8,35.283481659,0.4814932334,6,-9.18,-9.0694,-0.1105,21,-7.2245,-7.2736,0.0491,11.51,9.60348,69.36,4.58,28865,58775
196,16.68,41.13,11.6,91.8,48.127390921,0.7844894465,5,-8.6985,-9.2141,0.5156,12,-7.7961,-7.5621,-0.234,9.96,10.16475,51.98,3.94,29245,30150
197,13.67,59.06,14.2,42.8,46.06912362,0.4647280157,2,-8.8975,-9.6521,0.7546,9,-7.4344,-7.3571,-0.0773,6.43,9.81317,63.8,6.26,15265,14735
198,6.82,48.7,8.2,278.5,23.065875443,1.0700621417,12,-9.5925,-9.3808,-0.2117,31,-7.6272,-7.2343,-0.3929,8.43,11.37509,72.14,2.22,63785,178475
199,19.43,56.83,14.5,72.5,49.3929824,0.3094599527,2,-8.546,-8.5324,-0.0136,7,-7.4729,-7.1671,-0.3058,19.7,11.96189,77.16,6,12340,10345
200,22.72,168.63,9.5,840.9,18.225827263,32.552835774,182,-8.3897,-8.5794,0.1897,408,-6.3852,-6.4739,0.0887,18.79,18.79377,154.32,0.1,242080,804635
201,7.73,29.48,12.3,61.2,45.524570515,0.6999600479,1,-9.4677,-9.3899,-0.0778,4,-8.1292,-7.4095,-0.7197,8.36,9.81317,60.55,5.16,13615,13105
202,20.14,103.64,6.9,147.6,12.590991926,4.680801033,26,-8.5101,-8.7416,0.2315,26,-6.872,-6.806,-0.0659,15.98,12.63822,110.71,2.71,25110,129730
203,18.27,60.26,8.2,137.3,20.043340529,1.4569530946,16,-8.6077,-9.0815,0.4738,13,-7.4143,-7.2141,-0.2002,11.38,11.37509,73.61,3.81,21610,88060
204,11.63,30.63,10.5,188.9,30.487367984,0.4814926271,2,-9.0596,-9.1492,0.0896,3,-8.0908,-7.2462,-0.8446,10.63,9.86433,71.29,2.1,9825,17350
205,8.5,64.86,9.3,78.5,26.461100759,0.8996012903,3,-9.3733,-8.7631,-0.6102,12,-7.3407,-7.1602,-0.1805,15.64,11.96189,77.69,6.45,18530,35730
206,17.27,108.39,10.6,39,30.164796398,1.0280876226,5,-8.6638,-8.967,0.3032,16,-6.8272,-7.1245,0.2973,12.76,9.81317,80.51,7.01,14775,29115
207,20.96,58.31,12.2,73.5,29.866978539,0.6068614947,8,-8.4703,-8.9424,0.4722,15,-7.4472,-7.031,-0.4162,13.07,11.96189,88.4,5.19,25770,38350
208,6.16,54.35,7.8,66.9,12.471820297,0.3736336773,2,-9.6948,-9.7848,0.09,3,-7.5175,-7.8991,0.3816,5.63,5.63009,37.11,5.1,5530,33000
209,7.89,50.23,6.6,39.9,1.4489383656,0.5115609877,2,-9.4468,-9.1414,-0.3054,1,-7.5964,-7.3025,-0.2939,10.71,10.07468,67.39,7.54,1995,25660
210,7.6,67.89,6.9,130.5,16.122764228,0.92899729,8,-9.4853,-9.7949,0.3097,22,-7.2951,-7.5666,0.2715,5.57,5.63009,51.74,2.82,32455,106720
211,10.17,85.28,6.8,108.8,6.6990371617,0.7211631307,7,-9.1934,-9.8214,0.628,5,-7.067,-8.2709,1.2039,5.43,6.49885,25.59,3.76,5870,69510
212,8.32,54.34,9.4,137,31.929079459,1.312555524,14,-9.3939,-9.2814,-0.1125,42,-7.5176,-7.4212,-0.0964,9.31,10.3732,59.84,2.41,77430,170255
213,11.61,123.7,5.2,233,4.8044671074,2.4783333656,10,-9.061,-9.306,0.245,11,-6.6951,-7.2772,0.5821,9.09,12.63822,69.11,2.5,8900,86880
214,8.55,66.41,12.1,94.5,45.707209292,0.4323571098,3,-9.3668,-8.9051,-0.4617,24,-7.3171,-7.2137,-0.1034,13.57,11.86657,73.64,3.86,36195,35495
215,10.59,91.01,6.6,60.4,1.3259879109,0.5981013233,5,-9.1529,-9.193,0.0401,1,-7.002,-9.5,2.4981,10.17,7.83598,7.49,6.45,1100,47660
216,0.1,95.34,7.3,92.7,14.117982522,0.4880994314,0,-13.8155,-9.8899,-3.9256,4,-6.9555,-7.3238,0.3683,5.07,9.86433,65.97,6.95,4200,18725
217,4.98,48.53,7,122.3,3.2581757197,0.2366533122,2,-9.9069,-9.6474,-0.2595,1,-7.6308,-8.2867,0.6559,6.46,8.01268,25.18,6.04,2065,40960
218,15.47,74.68,8.1,227.3,13.861008489,0.5694140212,18,-8.774,-8.8583,0.0843,17,-7.1997,-6.9095,-0.2902,14.22,10.81923,99.83,1.99,22795,117110
219,8.48,56.28,6.7,74.7,9.690166341,0.3350000552,5,-9.375,-9.4504,0.0754,4,-7.4826,-8.0911,0.6085,7.87,6.08317,30.63,3.83,7120,59650
220,0.1,123.18,8.6,88.4,24.446389845,0.6346869342,0,-13.8155,-9.3883,-4.4272,6,-6.6993,-7.2581,0.5588,8.37,9.81317,70.44,2.18,4875,14140
221,18.23,157.45,6.3,326.1,12.178994176,6.8490564719,45,-8.6101,-8.9548,0.3448,89,-6.4538,-6.6879,0.2341,12.91,12.91159,124.59,2.1,56560,248260
222,0.1,66,10.2,40.5,31.042612337,0.5137408072,0,-13.8155,-9.6377,-4.1779,8,-7.3233,-7.3548,0.0315,6.52,9.81317,63.95,6.33,12140,33985
223,9.47,0.1,6.5,41.1,0.63141145,0.2336053086,2,-9.265,-9.5772,0.3121,0,-13.8155,-11.8598,-1.9557,6.93,7.46201,0.71,7.66,675,21350
224,7.48,93.56,7,104.9,7.0414022363,0.4426911045,6,-9.5008,-9.1842,-0.3166,7,-6.9743,-7.1473,0.1729,10.26,9.86433,78.7,4.2,7490,81310
225,10.8,24.62,6.8,147,5.4569277497,0.679417488,11,-9.1337,-9.2025,0.0688,2,-8.3092,-7.3364,-0.9728,10.08,10.07871,65.14,4.28,8155,102840
226,7.71,0.1,7.4,99.2,2.6514047867,0.6758584807,5,-9.4704,-9.4284,-0.042,0,-13.8155,-10.6269,-3.1886,8.04,8.04077,2.43,4.27,2375,65700
227,12.31,127.06,7.5,844.5,8.9018689442,6.5778383421,65,-9.0022,-8.9762,-0.0259,94,-6.6683,-6.7197,0.0514,12.64,12.63822,120.69,0,74040,532170
228,0.1,77.38,11.5,37.4,36.141271047,2.4337638783,0,-13.8155,-9.4634,-4.3522,5,-7.1642,-7.3487,0.1845,7.76,9.81317,64.34,6.46,6470,9540
229,13.33,120.94,7.2,200.6,7.4173635626,0.4817548562,12,-8.9227,-8.8955,-0.0272,12,-6.7176,-7.0713,0.3537,13.7,10.81923,84.91,2,9930,90680
230,9.22,127.28,8.4,35.4,19.994750656,0.6456692913,1,-9.2911,-9.3087,0.0176,4,-6.6665,-7.2509,0.5844,9.06,9.81317,70.95,7,3145,10960
231,13.32,144.16,5.9,123.5,5.5488703637,0.5137126978,9,-8.9238,-9.4303,0.5064,6,-6.542,-8.2199,1.6778,8.03,6.49885,26.92,2.83,4165,68090
232,10.05,0.1,6,34,1.133393017,0.266786034,2,-9.2056,-10.0672,0.8616,0,-13.8155,-11.292,-2.5235,4.24,5.63009,1.25,6.85,295,20105
233,9.49,203.65,6.2,151,9.3310860488,2.4865787174,6,-9.2627,-9.1128,-0.1499,20,-6.1965,-7.1477,0.9513,11.02,11.02456,78.67,3.32,9825,63900
234,6.3,69.22,6.6,114.5,15.623744604,2.3770246592,3,-9.6727,-9.46,-0.2128,8,-7.2757,-8.2043,0.9286,7.79,5.67021,27.35,3.71,11575,48405
235,9.2,69.04,7.1,219,13.954956851,0.50439142,7,-9.2934,-9.2814,-0.012,12,-7.2782,-7.15,-0.1282,9.31,10.16475,78.49,1.61,17405,76895
236,49.17,99.51,9.5,40.2,23.09927462,1.3504191316,7,-7.6176,-8.7178,1.1002,5,-6.9127,-7.1624,0.2497,16.36,9.81317,77.52,7.26,5030,14265
237,5.5,90.92,6.3,354,7.974676299,3.0702023361,7,-9.8082,-9.4169,-0.3912,17,-7.003,-7.2373,0.2343,8.13,9.57088,71.93,2.37,18720,129630
238,26.87,91.12,10.4,111.2,35.082528449,1.1563646069,14,-8.2221,-8.7834,0.5613,27,-7.0008,-7.163,0.1622,15.33,11.86657,77.47,4.17,29665,52305
239,12.36,0.1,6.2,66.4,4.0988974417,0.5035052122,4,-8.9984,-9.1652,0.1668,0,-13.8155,-12.8349,-0.9806,10.46,8.04077,0.27,6.09,1545,32625
240,6.07,294.22,5.5,58.5,0.7737203426,0.3376640801,1,-9.7092,-9.5382,-0.1711,1,-5.8286,-7.2456,1.417,7.2,7.50917,71.33,8.66,340,16745
241,20.7,72.91,8.7,50.7,29.220093069,0.3170022962,5,-8.4827,-10.0637,1.581,10,-7.2237,-7.456,0.2322,4.26,8.08593,57.8,5.12,13735,24270
242,4.7,34.12,6.8,109.9,20.260963999,3.3038816508,8,-9.9659,-9.6017,-0.3642,17,-7.9831,-7.6376,-0.3455,6.76,7.85402,48.2,4.43,49975,174000
243,0.1,15.89,11.4,43,53.006603573,0.1825872615,0,-13.8155,-9.6787,-4.1368,2,-8.7475,-7.6262,-1.1213,6.26,8.88999,48.75,7.42,12670,9555
244,11.1,45.57,8.9,138.1,23.920521547,0.541343093,5,-9.1058,-9.0028,-0.103,8,-7.6937,-7.3005,-0.3933,12.31,10.81923,67.52,2.79,17595,45445
245,28.77,0.1,6.4,41.5,5.3423593386,0.1686827211,4,-8.1535,-9.9546,1.8011,0,-13.8155,-10.691,-3.1245,4.75,5.104,2.27,6.5,900,13950
246,8.19,59.37,8.2,104.1,23.7309238,0.6498384597,4,-9.4098,-9.1866,-0.2232,11,-7.4292,-7.2847,-0.1445,10.24,10.24024,68.6,3.73,18560,49435
247,0.1,0.1,6.1,35.5,6.547120857,0.4059256779,0,-13.8155,-11.1363,-2.6792,0,-13.8155,-12.2094,-1.6061,1.46,5.63009,0.5,6.62,1245,16740
248,11.25,129.65,9,58.6,20.169838409,0.5941289672,2,-9.093,-9.3768,0.2838,8,-6.6481,-6.9961,0.348,8.47,8.46657,91.54,6.86,6175,17945
249,7.88,106.07,8.7,80.4,26.683993273,0.3883198288,2,-9.4491,-9.2534,-0.1957,11,-6.8488,-7.2366,0.3878,9.58,10.16475,71.98,6,10380,25720
250,18.97,37.16,14.2,31.2,53.795180723,0.1642935378,1,-8.5702,-9.5266,0.9564,3,-7.8977,-7.1436,-0.7541,7.29,9.81317,78.99,7.48,8095,5300
251,15.38,106.55,7.3,125.2,12.84830657,2.6272842665,6,-8.7799,-9.4272,0.6472,8,-6.8443,-7.0978,0.2535,8.05,9.57088,82.69,3.75,7515,39270
252,9.95,0.1,7.7,83.4,2.1142668894,0.3647316281,3,-9.2153,-9.0548,-0.1605,0,-13.8155,-8.0359,-5.7796,11.68,9.47944,32.36,6.34,810,30455
253,16.6,52.66,10,35.2,35.707033101,0.8359845664,1,-8.7034,-9.2638,0.5604,2,-7.549,-7.4786,-0.0705,9.48,9.81317,56.5,6,3805,6060
254,35.55,207.08,10.7,68,24.158821122,3.945968072,4,-7.9421,-9.0798,1.1377,8,-6.1798,-6.9857,0.8059,11.39,9.81317,92.5,7,3865,11285
256,4.82,0.1,6.5,80,4.8557910865,0.3855673227,1,-9.9396,-8.9725,-0.9671,0,-13.8155,-7.5415,-6.274,12.69,10.81923,53.06,7,1075,21175
257,23.07,119.38,6.4,95,5.4981063419,11.893843755,8,-8.3744,-9.2707,0.8963,3,-6.7306,-7.2153,0.4847,9.41,9.57088,73.52,1,2515,34830
258,0.1,0.1,5.9,42.8,1.4711802379,0.5672461116,0,-13.8155,-9.2912,-4.5243,0,-13.8155,-7.2891,-6.5264,9.22,9.22323,68.29,7.52,180,8800
259,0.1,57.91,11.1,28,40.206468116,0.5527133199,0,-13.8155,-9.4228,-4.3927,2,-7.4541,-7.9245,0.4704,8.09,8.08593,36.18,7,3460,3900
260,0.1,0.1,7.4,69,10.091743119,0.8089178258,0,-13.8155,-10.241,-3.5746,0,-13.8155,-9.6564,-4.1591,3.57,5.63009,6.4,6,1205,9540
261,0.1,0.1,6.6,84,3.8760124436,0.3391160562,0,-13.8155,-9.4344,-4.3811,0,-13.8155,-7.477,-6.3385,7.99,10.07871,56.6,6,645,12875
262,12.7,63.04,9.3,211,32.050282263,4.0327717072,16,-8.9712,-9.0312,0.06,37,-7.3691,-7.1985,-0.1707,11.96,11.96189,74.77,2.59,58785,126970
263,13.72,0.1,7.5,36,0.1089443294,0,1,-8.8938,-10.9094,2.0156,0,-13.8155,-8.9694,-4.8461,1.83,7.46201,12.72,6,0,7340
264,6.39,54.52,7.8,69,24.632431281,0.6633993892,1,-9.658,-9.4519,-0.2061,4,-7.5143,-7.4652,-0.0492,7.85,7.85402,57.27,7.38,7350,15895
266,12.79,72.35,6.2,304,7.7857605086,4.3815272995,6,-8.9645,-9.2496,0.285,5,-7.2314,-7.2591,0.0278,9.62,12.63822,70.37,2,6920,47295
267,15.45,59.84,8.3,263,19.248149483,0.6672026466,5,-8.7754,-9.2927,0.5173,5,-7.4213,-7.3971,-0.0242,9.21,9.20941,61.3,3,8370,32575
268,0.1,0.1,5.9,33,0.3519917582,0.4464285714,0,-13.8155,-9.1718,-4.6437,0,-13.8155,-7.216,-6.5995,10.39,9.47944,73.47,9,20,3920
269,0.1,48.68,9.3,70.4,27.825753602,0.2824744764,0,-13.8155,-9.5209,-4.2946,3,-7.6276,-7.413,-0.2146,7.33,9.86433,60.34,6.94,6175,11850
270,5.58,53.7,8.8,488.6,13.173893935,0.5212689449,26,-9.7941,-9.698,-0.0961,41,-7.5295,-7.1975,-0.3319,6.14,6.14062,74.85,0.28,76490,474605
271,4.67,0.1,5.9,58.2,0.3247754322,1.0524368435,2,-9.9715,-10.8279,0.8564,0,-13.8155,-10.3537,-3.4618,1.98,2.28011,3.19,7.83,410,43750
272,5.5,59.4,9.7,312.1,14.421542985,0.4961829808,13,-9.8085,-9.6174,-0.1911,29,-7.4286,-7.2794,-0.1491,6.66,6.14062,68.96,2.56,48900,240830
273,4.37,52,6.9,144,4.6039406244,0.4117020568,4,-10.0378,-9.6098,-0.428,3,-7.5616,-7.1421,-0.4196,6.71,5.44461,79.11,3.03,5780,93645
274,11.34,260.4,10.8,1342,22.45883513,1.8380237244,130,-9.0847,-8.9956,-0.0891,1050,-5.9507,-5.9686,0.0179,12.4,12.3954,255.78,0.03,403395,1156765
275,11.88,109.71,9.1,407.9,15.539824321,0.9237954662,38,-9.0379,-9.134,0.0961,78,-6.8151,-6.7363,-0.0788,10.79,10.7933,118.7,0.42,71160,322530
276,5.91,111.8,8.4,365,9.1878586925,2.8108921914,16,-9.7368,-9.8369,0.1001,35,-6.7962,-6.6382,-0.158,5.34,5.34427,130.94,2.03,31335,275535
277,4.33,130.29,7.2,123.2,6.9194624767,0.9841750644,5,-10.0484,-9.9754,-0.0731,16,-6.6432,-7.675,1.0319,4.65,3.75777,46.43,2.72,12290,118335
278,4.45,0.1,5.8,121.2,0.3997950911,0.6407115387,4,-10.0189,-10.3796,0.3607,0,-13.8155,-13.193,-0.6225,3.11,2.87578,0.19,3.93,1680,91845
279,1.47,45.93,6.4,96.1,6.554233345,1.5151740388,2,-11.1271,-10.274,-0.8531,5,-7.6858,-8.5015,0.8157,3.45,4.52504,20.32,4,10910,145900
280,11.42,202.27,9.4,996.6,13.765606791,3.3708783094,46,-9.0772,-9.256,0.1788,173,-6.2033,-6.27,0.0667,9.55,9.55367,189.22,0.07,85570,406200
281,3.32,58.39,9.2,509.7,14.092827004,0.7862209779,13,-10.3135,-9.7571,-0.5563,41,-7.4457,-7.3761,-0.0696,5.79,5.78822,62.6,0.28,70330,403945
282,0.1,0.1,4.9,51.4,0.0847883667,0.3582871249,0,-13.8155,-11.7094,-2.1061,0,-13.8155,-12.0234,-1.7921,0.82,1.22241,0.6,4.15,335,88010
283,5.53,0.1,7,65,1.1769654958,0.1673540682,2,-9.802,-9.4774,-0.3246,0,-13.8155,-12.7717,-1.0438,7.66,7.65627,0.28,6.28,640,36805
284,8.42,0.1,5.5,15.8,0.4976924173,0.4187632234,2,-9.382,-10.2635,0.8815,0,-13.8155,-13.0356,-0.7799,3.49,1.61887,0.22,7.91,1025,24030
285,5.21,34.69,8,226.2,6.2404964533,3.4996934982,11,-9.8621,-10.5653,0.7032,6,-7.9664,-7.3708,-0.5957,2.58,4.89163,62.94,2.28,17345,215210
286,3.05,96.53,7.2,423,2.8259111977,1.8965584633,9,-10.398,-10.2484,-0.1496,12,-6.9431,-7.362,0.4188,3.54,3.49602,63.49,0.25,12445,305155
287,22.3,210.4,10,2898.9,20.729619494,11.43841727,397,-8.4083,-8.7122,0.3039,1204,-6.1639,-6.2082,0.0442,16.46,16.45658,201.29,0,572510,1788220
288,8.04,153.97,10.2,1009.2,19.751972394,1.8605111499,36,-9.4284,-9.2841,-0.1444,198,-6.4762,-6.4018,-0.0744,9.29,9.28895,165.86,0.1,128680,453360
289,0.94,0.1,6.5,19.2,0.4984265304,0.547882378,1,-11.5738,-10.7085,-0.8652,0,-13.8155,-13.403,-0.4125,2.24,1.43839,0.15,4.09,1350,118910
290,1.37,0.1,5.8,55.3,0.3154718991,0.5014487829,1,-11.1978,-10.645,-0.5528,0,-13.8155,-12.6674,-1.1481,2.38,0.86921,0.32,4.69,465,78715
291,6.39,191.09,6.9,167.7,6.723194568,3.0708548952,7,-9.6575,-9.8303,0.1728,21,-6.2602,-6.8224,0.5623,5.38,5.37966,108.91,2.47,10995,111210
292,1.09,118.94,6,111.2,4.3914280873,1.163647178,1,-11.4301,-10.3775,-1.0526,7,-6.7343,-7.4618,0.7276,3.11,3.1125,57.46,4.54,5890,101380
293,2.1,0.1,6.1,22.3,1.0637490129,0.5557917755,1,-10.7705,-10.6887,-0.0819,0,-13.8155,-13.3608,-0.4547,2.28,2.28011,0.16,6.01,1680,49975
294,0.1,0.1,6.5,28.5,2.030322307,0.5186245406,0,-13.8155,-10.6378,-3.1777,0,-13.8155,-13.5093,-0.3062,2.4,2.28011,0.14,7,3090,35955
295,6.58,132.03,8.5,424.5,13.90325661,0.7354477092,16,-9.6294,-9.4002,-0.2292,63,-6.6299,-6.6218,-0.0081,8.27,6.14062,133.1,2.47,47755,247035
296,5.78,88.47,8.2,107.6,9.0649166313,2.5035076843,4,-9.7579,-10.4566,0.6986,9,-7.0303,-7.7257,0.6954,2.88,2.87578,44.13,3.69,10185,70380
297,4.83,239.13,6.9,114.7,1.6013151157,1.7031826879,3,-9.9376,-9.7058,-0.2318,3,-6.0359,-8.2653,2.2294,6.09,6.09291,25.73,1.72,1255,63395
298,0.1,0.1,5.6,58.5,0.304414787,0.3615891379,0,-13.8155,-12.5383,-1.2772,0,-13.8155,-12.5757,-1.2399,0.36,0.86921,0.35,4.09,515,84930
299,10.9,137.35,7.4,171.6,5.688924127,0.9135096005,10,-9.1239,-9.0774,-0.0465,11,-6.5904,-7.0644,0.4739,11.42,7.89497,85.5,0.53,8015,92570
300,4.13,0.1,5.7,100.7,1.213119524,1.1521115788,5,-10.0952,-9.8353,-0.2599,0,-13.8155,-13.1802,-0.6353,5.35,5.35283,0.19,3.81,2870,124140
301,1.82,68.13,5.9,102.6,1.9426794937,1.1042184512,4,-10.9146,-10.4543,-0.4603,4,-7.2915,-8.3891,1.0976,2.88,2.8755,22.73,3.47,5880,232685
302,3.4,0.1,5.7,74.6,1.9168567635,0.521489451,2,-10.2884,-11.9328,1.6444,0,-13.8155,-13.1466,-0.6689,0.66,1.60244,0.2,3.98,1725,60560
303,15.25,129.25,6.1,344.7,9.7058899012,5.2162196843,19,-8.7882,-9.1911,0.4029,28,-6.6512,-7.0358,0.3846,10.19,9.55367,87.98,0.08,21680,125395
304,9.26,87.95,6.7,193.1,6.6038538107,1.5518598551,14,-9.2868,-9.4022,0.1154,12,-7.0362,-6.9943,-0.0419,8.25,6.32447,91.71,2.96,13660,152770
305,4.14,70.65,6.9,80.1,8.3725472787,0.4764864305,2,-10.0928,-9.8503,-0.2425,4,-7.2552,-7.1756,-0.0797,5.27,4.52504,76.5,3.92,5670,49535
306,0.92,0.1,5.3,119,0.5623221004,1.0263827616,1,-11.5973,-11.341,-0.2563,0,-13.8155,-13.4202,-0.3953,1.19,1.22241,0.15,3.52,1530,122090
307,1.58,56.65,7.3,107.6,4.9712569176,3.8188515283,1,-11.0552,-10.4782,-0.577,3,-7.476,-9.6876,2.2116,2.81,2.34462,6.2,2.48,5305,67545
308,16.75,157.11,9.3,352.4,18.209527601,7.3851115877,31,-8.6943,-8.8133,0.119,70,-6.456,-6.1995,-0.2565,14.87,14.87416,203.04,0.6,44585,186140
309,5.71,46.89,7.6,219.1,6.5891901648,2.5120668875,14,-9.7706,-9.7224,-0.0482,14,-7.6651,-8.004,0.3389,5.99,4.89163,33.41,3.14,29920,249525
