ID AR
-1.085511 2.073571
-1.164066 2.084544
-1.250321 2.097875
-1.228758 2.210755
-1.206118 2.374524
-1.199054 2.428285
-1.188802 2.482399
-1.18053 2.539341
-1.123413 2.530491
-1.091607 2.526525
-1.0434 2.521166
-0.789326 2.48968
-0.633695 2.472294
-0.652221 2.250283
-0.656068 2.204888
ID OR
-1.661457 2.746297
-1.609658 2.734535
-1.584625 2.683934
-1.673524 2.566043
-1.652869 2.533734
-1.671152 2.501479
-1.716044 2.300062
-1.953551 2.358269
-2.287356 2.452791
-2.288725 2.550979
-2.221944 2.650662
-2.147049 2.83695
-2.13472 2.899182
-2.127384 2.889621
-2.107575 2.894804
-2.056648 2.85919
-2.059401 2.810669
-2.027792 2.788478
-1.986392 2.795671
-1.942213 2.771958
-1.765912 2.771327
-1.689709 2.753039
ID ID
-1.206118 2.374524
-1.228758 2.210755
-1.366328 2.228263
-1.475489 2.250264
-1.716044 2.300062
-1.671152 2.501479
-1.652869 2.533734
-1.673524 2.566043
-1.584625 2.683934
-1.609658 2.734535
-1.611803 2.775732
-1.588094 2.873848
-1.545537 3.059782
-1.474349 3.044343
-1.497906 2.934228
-1.486014 2.898849
-1.478189 2.873872
-1.489141 2.869761
-1.460283 2.844943
-1.431253 2.775933
-1.398968 2.765395
-1.44051 2.648835
-1.424854 2.6346
-1.389553 2.654546
-1.365348 2.578059
-1.369462 2.556989
-1.346178 2.541996
-1.342273 2.507256
-1.332998 2.493232
-1.324563 2.505518
-1.294479 2.495995
-1.284378 2.507945
-1.220743 2.494133
-1.218901 2.511648
-1.207157 2.513112
-1.192168 2.483751
-1.188802 2.482399
-1.199054 2.428285
ID WA
-1.545537 3.059782
-1.588094 2.873848
-1.611803 2.775732
-1.609658 2.734535
-1.661457 2.746297
-1.689709 2.753039
-1.765912 2.771327
-1.942213 2.771958
-1.986392 2.795671
-2.027792 2.788478
-2.059401 2.810669
-2.056648 2.85919
-2.107575 2.894804
-2.137932 2.904929
-2.125288 2.943435
-2.122156 2.923271
-2.107043 2.947409
-2.123957 2.954692
-2.121526 2.973522
-2.100248 2.973495
-2.115856 2.987609
-2.123725 2.976695
-2.117362 3.045174
-2.126703 3.09762
-2.117178 3.144007
-2.069677 3.103119
-2.008688 3.086301
-1.993704 3.067088
-1.982743 3.074695
-1.979775 3.045237
-1.993456 3.032817
-1.977319 3.048172
-1.972088 3.033842
-1.986046 3.005067
-1.97765 2.986705
-1.990394 2.98722
-1.982759 2.980308
-1.966799 3.031383
-1.947829 3.050591
-1.956036 3.077905
-1.956326 3.057476
-1.965 3.068583
-1.950459 3.08336
-1.960578 3.097708
-1.959804 3.085823
-1.973776 3.081596
-1.962292 3.041721
-1.980766 3.083959
-1.965529 3.12344
-1.965072 3.123579
-1.954364 3.103084
-1.947917 3.121376
-1.947247 3.137184
-1.956612 3.124359
-1.962115 3.134678
-1.95618 3.165623
ID MT
-0.610841 2.730006
-0.623859 2.577038
-0.633695 2.472294
-0.789326 2.48968
-1.0434 2.521166
-1.091607 2.526525
-1.123413 2.530491
-1.18053 2.539341
-1.188802 2.482399
-1.192168 2.483751
-1.207157 2.513112
-1.218901 2.511648
-1.220743 2.494133
-1.284378 2.507945
-1.294479 2.495995
-1.324563 2.505518
-1.332998 2.493232
-1.342273 2.507256
-1.346178 2.541996
-1.369462 2.556989
-1.365348 2.578059
-1.389553 2.654546
-1.424854 2.6346
-1.44051 2.648835
-1.398968 2.765395
-1.431253 2.775933
-1.460283 2.844943
-1.489141 2.869761
-1.478189 2.873872
-1.486014 2.898849
-1.497906 2.934228
-1.474349 3.044343
-1.329685 3.01488
-1.087893 2.972547
-0.595602 2.913364
-0.610231 2.737364
ID IA
0.469568 2.090987
0.458267 2.070844
0.410668 2.055607
0.406192 2.036375
0.421273 2.004908
0.408854 1.972865
0.385902 1.958807
0.385466 1.938577
0.359316 1.959073
0.248943 1.954489
0.160421 1.949905
0.020154 1.949905
0.006392 2.050111
-0.007791 2.059324
-0.010739 2.107866
-0.036516 2.165685
-0.038702 2.166565
-0.051724 2.19346
-0.035325 2.236141
-0.048237 2.278618
-0.036467 2.278597
0.106053 2.279534
0.252061 2.282698
0.385285 2.285862
0.399051 2.261111
0.390332 2.241474
0.401462 2.205239
0.437618 2.180444
0.479606 2.13
0.469149 2.094538
ID NE
0.059188 1.887909
-0.055814 1.888708
-0.204898 1.891872
-0.323848 1.895036
-0.511721 1.903559
-0.504582 2.015264
-0.552003 2.018464
-0.554712 2.018597
-0.671166 2.027428
-0.66164 2.139094
-0.656068 2.204888
-0.652221 2.250283
-0.391465 2.235328
-0.200585 2.222716
-0.164032 2.197804
-0.151735 2.208517
-0.100407 2.206874
-0.082968 2.195664
-0.065522 2.187754
-0.057592 2.18459
-0.036516 2.165685
-0.010739 2.107866
-0.007791 2.059324
0.006392 2.050111
0.020154 1.949905
0.028244 1.947242
0.031416 1.92984
0.040932 1.910856
0.059202 1.888409
ID ND
-0.043731 2.549641
-0.112056 2.551694
-0.26727 2.55857
-0.373045 2.560862
-0.48123 2.567498
-0.623859 2.577038
-0.610841 2.730006
-0.610231 2.737364
-0.595602 2.913364
-0.090994 2.888606
-0.085928 2.79464
-0.064428 2.733374
-0.061301 2.626952
-0.044023 2.547721
ID SD
-0.036516 2.165685
-0.057592 2.18459
-0.065522 2.187754
-0.082968 2.195664
-0.100407 2.206874
-0.151735 2.208517
-0.164032 2.197804
-0.200585 2.222716
-0.391465 2.235328
-0.652221 2.250283
-0.633695 2.472294
-0.623859 2.577038
-0.48123 2.567498
-0.373045 2.560862
-0.26727 2.55857
-0.112056 2.551694
-0.043731 2.549641
-0.066875 2.513335
-0.035518 2.479272
-0.036467 2.278597
-0.048237 2.278618
-0.035325 2.236141
-0.051724 2.19346
-0.038702 2.166565
ID MN
0.484365 2.793285
0.395272 2.745532
0.29956 2.650645
0.304272 2.641806
0.284716 2.635951
0.286805 2.570499
0.244024 2.529554
0.243399 2.513449
0.262277 2.499457
0.256096 2.422274
0.377355 2.326994
0.385285 2.285862
0.252061 2.282698
0.106053 2.279534
-0.036467 2.278597
-0.035518 2.479272
-0.066875 2.513335
-0.043731 2.549641
-0.044023 2.547721
-0.061301 2.626952
-0.064428 2.733374
-0.085928 2.79464
-0.090994 2.888606
0.062626 2.888426
0.062369 2.930646
0.077212 2.929039
0.098286 2.864059
0.160659 2.849334
0.165139 2.836846
0.22689 2.851279
0.251067 2.84233
0.245556 2.833283
0.264875 2.828668
0.272175 2.807605
0.295114 2.823821
0.333194 2.790702
0.383171 2.815505
0.394188 2.799022
ID IN
0.955469 1.842711
0.96124 1.815933
0.943875 1.800881
0.907902 1.794851
0.911273 1.77312
0.881193 1.741546
0.873263 1.709906
0.849473 1.708324
0.835007 1.727455
0.828631 1.717788
0.830217 1.713042
0.815199 1.685524
0.797693 1.701231
0.774098 1.674561
0.755675 1.686148
0.730379 1.692316
0.730088 1.676155
0.704873 1.684596
0.694514 1.669408
0.68835 1.681439
0.699452 1.709915
0.694523 1.719762
0.710624 1.738395
0.720395 1.751759
0.727546 1.790558
0.726484 1.795347
0.713459 1.821557
0.722225 1.846052
0.699205 2.109902
0.724956 2.10229
0.756218 2.120561
0.922774 2.131243
0.953106 1.865185
ID AL
1.024462 1.020622
1.043007 0.939205
0.939113 0.928155
0.798901 0.915475
0.79679 0.90051
0.821637 0.879032
0.826004 0.855102
0.810808 0.836093
0.765304 0.826029
0.791365 0.835234
0.76289 0.876879
0.754189 0.83514
0.729225 0.837237
0.70805 1.007964
0.715454 1.344455
0.70529 1.355206
0.939117 1.375622
1.003751 1.145922
1.039006 1.081626
1.024736 1.065735
1.023614 1.022069
ID MS
0.70529 1.355206
0.715454 1.344455
0.70805 1.007964
0.729225 0.837237
0.684588 0.835885
0.645248 0.825796
0.638423 0.833082
0.622126 0.810894
0.588492 0.861151
0.596346 0.900333
0.415625 0.889967
0.423124 0.90882
0.412473 0.918597
0.425607 0.921558
0.41881 0.935142
0.429206 0.932345
0.423387 0.948304
0.434293 0.956437
0.423569 0.960483
0.446541 0.97548
0.438445 0.985069
0.448675 0.989349
0.465913 1.014834
0.454219 1.017586
0.453427 1.025097
0.469371 1.025611
0.473908 1.045484
0.467758 1.057131
0.462838 1.068165
0.465298 1.072456
0.452167 1.072222
0.46075 1.083832
0.44868 1.114662
0.458378 1.14542
0.4493 1.148157
0.455859 1.164969
0.444058 1.157806
0.440368 1.176809
0.448479 1.181347
0.439833 1.191768
0.456738 1.191298
0.446215 1.201368
0.460604 1.202383
0.450394 1.223064
0.469248 1.231133
0.469248 1.236173
0.462928 1.240583
0.47509 1.246649
0.463915 1.254799
0.494768 1.276183
0.495481 1.286914
0.492321 1.299514
0.493203 1.306524
0.493902 1.30772
0.494651 1.316813
0.503339 1.312689
0.501846 1.329387
0.515808 1.324913
0.514879 1.341623
0.690555 1.354018
ID LA
0.593147 0.783707
0.614286 0.77504
0.626858 0.799682
0.655127 0.809735
0.649827 0.765596
0.615958 0.74782
0.630009 0.722742
0.661035 0.720574
0.68072 0.703569
0.668189 0.682093
0.65808 0.691235
0.641191 0.670062
0.647167 0.689155
0.615175 0.711563
0.555769 0.683939
0.549641 0.705474
0.52468 0.689782
0.503178 0.676403
0.491007 0.691186
0.45779 0.698086
0.460969 0.71065
0.474528 0.699409
0.459124 0.722297
0.431458 0.726263
0.422048 0.750441
0.398314 0.746094
0.401852 0.759026
0.366793 0.747634
0.37628 0.735266
0.415896 0.730865
0.405293 0.719722
0.328062 0.727827
0.267881 0.748509
0.209106 0.737454
0.200031 0.749365
0.220785 0.779132
0.21649 0.831763
0.235152 0.887942
0.228782 0.901991
0.227951 0.902882
0.198242 0.968306
0.184227 0.992826
0.18171 1.107241
0.324767 1.109352
0.44868 1.114662
0.46075 1.083832
0.452167 1.072222
0.465298 1.072456
0.462838 1.068165
0.467758 1.057131
0.473908 1.045484
0.469371 1.025611
0.453427 1.025097
0.454219 1.017586
0.465913 1.014834
0.448675 0.989349
0.438445 0.985069
0.446541 0.97548
0.423569 0.960483
0.434293 0.956437
0.423387 0.948304
0.429206 0.932345
0.41881 0.935142
0.425607 0.921558
0.412473 0.918597
0.423124 0.90882
0.415625 0.889967
0.596346 0.900333
0.588492 0.861151
0.622126 0.810894
0.550523 0.824979
0.539275 0.793854
0.57531 0.791374
0.60662 0.808144
ID LA
0.414539 0.892613
0.41454 0.892613
0.41454 0.892614
ID IL
0.727546 1.790558
0.720395 1.751759
0.710624 1.738395
0.694523 1.719762
0.699452 1.709915
0.68835 1.681439
0.694514 1.669408
0.684351 1.653029
0.693821 1.637106
0.659191 1.620342
0.662101 1.586482
0.616247 1.599078
0.599531 1.572248
0.582688 1.575827
0.568499 1.599592
0.57648 1.614541
0.55816 1.654546
0.5423 1.662456
0.528026 1.664038
0.529612 1.675112
0.488921 1.702264
0.506092 1.773219
0.475871 1.7851
0.46141 1.775666
0.450436 1.815785
0.393213 1.86631
0.378961 1.911281
0.385466 1.938577
0.385902 1.958807
0.408854 1.972865
0.421273 2.004908
0.406192 2.036375
0.410668 2.055607
0.458267 2.070844
0.469568 2.090987
0.469149 2.094538
0.479606 2.13
0.437618 2.180444
0.668806 2.194794
0.67075 2.165076
0.699205 2.109902
0.722225 1.846052
0.713459 1.821557
0.726484 1.795347
ID TN
1.248793 1.563449
1.241374 1.543588
1.228624 1.544113
1.213002 1.538848
1.197672 1.518367
1.190523 1.528919
1.173909 1.508206
1.161438 1.493013
1.086696 1.454173
1.075093 1.425003
1.054175 1.416918
1.054626 1.390216
0.939117 1.375622
0.70529 1.355206
0.690555 1.354018
0.514879 1.341623
0.535815 1.359137
0.52449 1.389652
0.539459 1.391885
0.536016 1.40562
0.546314 1.401731
0.551477 1.41815
0.541474 1.425529
0.567963 1.444925
0.559419 1.457638
0.570969 1.472237
0.560167 1.484153
0.575094 1.486346
0.573037 1.513959
0.577742 1.514213
0.583706 1.514631
0.704222 1.523811
0.701297 1.543933
0.828293 1.550326
0.952961 1.560684
1.052696 1.573113
1.090103 1.576568
1.17113 1.588305
1.264846 1.599488
1.266445 1.572464
1.249406 1.565288
ID KY
1.178282 1.656908
1.159599 1.637114
1.156427 1.624458
1.13458 1.599215
1.090103 1.576568
1.052696 1.573113
0.952961 1.560684
0.828293 1.550326
0.701297 1.543933
0.704222 1.523811
0.583706 1.514631
0.587445 1.529281
0.599245 1.5235
0.604039 1.533298
0.603396 1.537458
0.599531 1.572248
0.616247 1.599078
0.662101 1.586482
0.659191 1.620342
0.693821 1.637106
0.684351 1.653029
0.694514 1.669408
0.704873 1.684596
0.730088 1.676155
0.730379 1.692316
0.755675 1.686148
0.774098 1.674561
0.797693 1.701231
0.815199 1.685524
0.830217 1.713042
0.828631 1.717788
0.835007 1.727455
0.849473 1.708324
0.873263 1.709906
0.881193 1.741546
0.911273 1.77312
0.907902 1.794851
0.943875 1.800881
0.96124 1.815933
0.955469 1.842711
0.986408 1.848348
1.011796 1.817599
1.061656 1.80517
1.073972 1.810394
1.094896 1.806551
1.12541 1.825159
1.133465 1.805627
1.155827 1.791587
1.156346 1.759744
1.172612 1.737221
1.1924 1.712489
1.227081 1.698824
1.178742 1.656995
ID KY
0.573037 1.513959
0.572815 1.52333
0.577742 1.514213
ID SC
1.583065 1.353627
1.594682 1.345399
1.573127 1.329265
1.542759 1.252449
1.517904 1.23623
1.486584 1.184667
1.440008 1.16649
1.450531 1.154887
1.439291 1.141435
1.413946 1.153426
1.431619 1.131646
1.413483 1.110021
1.412315 1.110047
1.39189 1.114035
1.360014 1.16387
1.355518 1.177322
1.335843 1.210404
1.229475 1.295878
1.211301 1.319692
1.193296 1.351455
1.146206 1.369408
1.163335 1.405842
1.224124 1.438643
1.289573 1.443295
1.345529 1.449296
1.348197 1.438027
1.359437 1.443632
1.373461 1.41667
1.473805 1.431556
ID FL
1.59619 0.387938
1.571956 0.344664
1.577082 0.370002
1.509642 0.353187
1.501774 0.385696
1.468054 0.417084
1.442634 0.420486
1.4163 0.474843
1.383761 0.48055
1.369092 0.514078
1.311681 0.588254
1.329077 0.602657
1.339193 0.630682
1.331325 0.626198
1.323163 0.638015
1.308681 0.635195
1.322014 0.620681
1.310904 0.596649
1.295766 0.623611
1.3004 0.711424
1.291408 0.737207
1.278852 0.764909
1.25381 0.757088
1.252848 0.772028
1.218308 0.793277
1.213792 0.811223
1.149845 0.853299
1.124389 0.844858
1.121823 0.826861
1.043576 0.795398
1.054094 0.786556
1.027961 0.789599
1.020374 0.817944
1.000056 0.827338
0.964046 0.845291
0.934108 0.856311
0.810808 0.836093
0.826004 0.855102
0.821637 0.879032
0.79679 0.90051
0.798901 0.915475
0.939113 0.928155
1.043007 0.939205
1.061345 0.910879
1.161438 0.916416
1.314065 0.927918
1.323187 0.905856
1.334698 0.909186
1.335704 0.960143
1.384921 0.954682
1.422429 0.848784
1.511265 0.721518
1.50846 0.699646
1.588151 0.55655
1.600121 0.435466
1.582702 0.400269
1.584056 0.382501
ID FL
1.518027 0.57798
1.501167 0.574617
1.483265 0.549034
1.507911 0.528656
1.524771 0.527535
1.530391 0.554439
ID GA
1.413483 1.110021
1.418714 1.101892
1.391639 1.068425
1.396671 1.051622
1.386426 1.04871
1.396896 1.04753
1.391012 1.011513
1.376581 0.996476
1.384921 0.954682
1.335704 0.960143
1.334698 0.909186
1.323187 0.905856
1.314065 0.927918
1.161438 0.916416
1.061345 0.910879
1.043007 0.939205
1.024462 1.020622
1.023614 1.022069
1.024736 1.065735
1.039006 1.081626
1.003751 1.145922
0.939117 1.375622
1.054626 1.390216
1.112266 1.397719
1.163335 1.405842
1.146206 1.369408
1.193296 1.351455
1.211301 1.319692
1.229475 1.295878
1.335843 1.210404
1.355518 1.177322
1.360014 1.16387
1.39189 1.114035
1.412315 1.110047
ID VA
1.769043 1.688169
1.767943 1.687926
1.75903 1.68596
1.757152 1.685545
1.674614 1.666808
1.615356 1.655881
1.487344 1.631643
1.398309 1.616619
1.264846 1.599488
1.17113 1.588305
1.090103 1.576568
1.13458 1.599215
1.156427 1.624458
1.159599 1.637114
1.178282 1.656908
1.178742 1.656995
1.227081 1.698824
1.230365 1.681998
1.254478 1.667972
1.279532 1.687306
1.293254 1.677743
1.319328 1.690629
1.321647 1.704181
1.35506 1.709086
1.365726 1.721612
1.364533 1.740873
1.398281 1.812072
1.403886 1.850122
1.438584 1.836851
1.45429 1.88801
1.466695 1.880814
1.497711 1.932649
1.496312 1.966424
1.546849 1.938038
1.551894 1.960391
1.575617 1.955364
1.572847 1.941554
1.610778 1.927985
1.616491 1.923941
1.620728 1.913147
1.620651 1.905294
1.616373 1.895266
1.606641 1.892788
1.609628 1.860706
1.629107 1.870701
1.635337 1.857674
1.670465 1.844002
1.709163 1.828561
1.705195 1.795694
1.663237 1.816135
1.689652 1.793297
1.711496 1.791611
1.719408 1.76538
1.705356 1.771076
1.713806 1.759289
1.701082 1.753002
1.721996 1.743697
1.724568 1.727893
1.752538 1.726956
1.7714 1.68914
ID VA
1.784688 1.842271
1.749725 1.745684
1.742163 1.798042
1.756839 1.845591
1.790531 1.862131
ID NC
1.78034 1.590538
1.787887 1.62544
1.805814 1.587699
1.794506 1.585198
1.776486 1.550112
1.743069 1.548264
1.742029 1.569191
1.733782 1.548409
1.695431 1.551594
1.725309 1.545587
1.747894 1.539615
1.739897 1.509765
1.72676 1.498202
1.709346 1.505164
1.715366 1.495459
1.750032 1.497659
1.754642 1.516224
1.758966 1.501873
1.774348 1.51032
1.757491 1.477346
1.701917 1.469105
1.703586 1.455666
1.675984 1.429147
1.653377 1.392951
1.647643 1.353898
1.594682 1.345399
1.583065 1.353627
1.473805 1.431556
1.373461 1.41667
1.359437 1.443632
1.348197 1.438027
1.345529 1.449296
1.289573 1.443295
1.224124 1.438643
1.163335 1.405842
1.112266 1.397719
1.054626 1.390216
1.054175 1.416918
1.075093 1.425003
1.086696 1.454173
1.161438 1.493013
1.173909 1.508206
1.190523 1.528919
1.197672 1.518367
1.213002 1.538848
1.228624 1.544113
1.241374 1.543588
1.248793 1.563449
1.249406 1.565288
1.266445 1.572464
1.264846 1.599488
1.398309 1.616619
1.487344 1.631643
1.615356 1.655881
1.674614 1.666808
1.757152 1.685545
1.788865 1.637935
1.771288 1.656383
1.776415 1.645798
1.751597 1.655061
1.76438 1.640465
1.755879 1.63615
1.751759 1.634096
1.735315 1.636184
1.7445 1.631375
1.727672 1.617323
1.713077 1.619715
1.707463 1.646217
1.703929 1.630054
1.712012 1.60368
1.767701 1.624502
ID NC
1.70242 1.465001
1.703104 1.457488
1.703104 1.46022
ID NC
1.790669 1.523891
1.759196 1.460865
1.746361 1.46951
1.758731 1.468286
1.788785 1.523189
ID NC
1.796162 1.642938
1.769043 1.688169
1.7714 1.68914
ID NC
1.814483 1.542547
1.795004 1.523895
1.810023 1.540794
ID NC
1.819748 1.611667
1.833314 1.549517
1.814452 1.543713
1.833071 1.549871
1.819496 1.611495
ID NC
1.759031 1.68596
1.75903 1.68596
1.767943 1.687926
ID WV
1.546849 1.938038
1.496312 1.966424
1.497711 1.932649
1.466695 1.880814
1.45429 1.88801
1.438584 1.836851
1.403886 1.850122
1.398281 1.812072
1.364533 1.740873
1.365726 1.721612
1.35506 1.709086
1.321647 1.704181
1.319328 1.690629
1.293254 1.677743
1.279532 1.687306
1.254478 1.667972
1.230365 1.681998
1.227081 1.698824
1.1924 1.712489
1.172612 1.737221
1.156346 1.759744
1.155827 1.791587
1.177916 1.797548
1.188215 1.816868
1.181522 1.83682
1.193422 1.86547
1.207475 1.850579
1.218276 1.857825
1.213341 1.89632
1.236079 1.915526
1.256775 1.916564
1.280855 1.946615
1.288146 2.009567
1.291632 2.027001
1.286761 2.049616
1.28157 2.054917
1.281367 2.055746
1.292662 2.063984
1.310336 1.961921
1.396911 1.977803
1.407028 1.920155
1.455277 1.978337
1.482112 1.974012
1.507031 1.991611
1.536105 1.989961
